书名,作者,时间,rar下载,txt下载,相关度,介绍
未央歌,魅冬,2011/10/21 5:04,https://xiazai.xqishu.com/rar/未央歌.rar,https://xiazai.xqishu.com/txt/未央歌.txt,0,曾经的她，是一抹寂静的淡影，活得谦卑却自得。如今的她，是站在宫阶最高处的女人，只为一个托孤的承诺，挡明枪防暗箭，母仪天下的姿态下，心有凉薄寂寞。而他，曾经温润明朗的少年，如今君临天下，他能掌握风云大局，能游走风花雪月，却难以触到她的真心，让相携岁月的她再展露无邪笑颜。似水留流年，是她变幻了容颜还是他经历了沧桑？或者一切只是虚妄的假相，他们仍旧是最初相见时那两个人？
温柔撒旦,诗雅,2011/10/24 6:15,https://xiazai.xqishu.com/rar/温柔撒旦.rar,https://xiazai.xqishu.com/txt/温柔撒旦.txt,0,不畏流言买下人人闻之色变的鬼堡
吻上你的心,席绢,2011/10/23 16:57,https://xiazai.xqishu.com/rar/吻上你的心.rar,https://xiazai.xqishu.com/txt/吻上你的心.txt,0,杨家的四个女儿，显赫奢华的富裕家境并未因此养成他们骄傲的性格。
问题男生VS野蛮公主,[韩]崔情夏,2011/10/24 19:42,https://xiazai.xqishu.com/rar/问题男生VS野蛮公主.rar,https://xiazai.xqishu.com/txt/问题男生VS野蛮公主.txt,0,作者简介：
问斜阳,琼瑶,2011/10/22 11:58,https://xiazai.xqishu.com/rar/问斜阳.rar,https://xiazai.xqishu.com/txt/问斜阳.txt,0,暂无
我爱空姐,晓翔,2011/10/25 12:45,https://xiazai.xqishu.com/rar/我爱空姐.rar,https://xiazai.xqishu.com/txt/我爱空姐.txt,0,三个女人都心甘情愿为他献出一切，并认为只有和他在一起人生才会幸福。究竟是什么魔力导致了这一切？我们的男主人翁终将和谁一起上演超级浪漫的爱情故事？该故事网络人气爆棚！
我爱上你了笨蛋,漂流者,2011/10/26 15:36,https://xiazai.xqishu.com/rar/我爱上你了笨蛋.rar,https://xiazai.xqishu.com/txt/我爱上你了笨蛋.txt,0,jar电子书格式
我到妓院做花魁,碧兰香消,2011/10/24 6:15,https://xiazai.xqishu.com/rar/我到妓院做花魁.rar,https://xiazai.xqishu.com/txt/我到妓院做花魁.txt,0,在男友与自己胞妹结婚的那天，在婚礼现场我竟然穿越了，意外的还做了妓院的花魁？
我的大连女生——情爱笔记,菩提无花,2011/10/24 13:46,https://xiazai.xqishu.com/rar/我的大连女生——情爱笔记.rar,https://xiazai.xqishu.com/txt/我的大连女生——情爱笔记.txt,0,我们在沉默中走过了激情与放纵，我看着枕在我胳膊上的桑，看着她年青而娇嫩的脸。她的脸上还留着红晕，还有一点点的满足与微笑。
我的大学不恋爱,玉宇清澄,2011/10/24 13:46,https://xiazai.xqishu.com/rar/我的大学不恋爱.rar,https://xiazai.xqishu.com/txt/我的大学不恋爱.txt,0,大三一期快结束的时候，天气已经很冷。女生开始围上漂亮的围巾，男生洗澡的频率像半老徐娘的胸，一垂千里，越来越低。寝室里10个家伙，只高老头和我洗澡最勤，坚持每周一次。高老头是交际所需，因为要跟女孩子套近乎；而我，完全是被迫，不陪他去，他就会扯着嗓子说我不够兄弟不讲义气。
我的放纵少年,南圣河,2011/10/27 1:22,https://xiazai.xqishu.com/rar/我的放纵少年.rar,https://xiazai.xqishu.com/txt/我的放纵少年.txt,0,jar电子书格式
我的公主殿下,君莫思归,2011/10/21 5:04,https://xiazai.xqishu.com/rar/我的公主殿下.rar,https://xiazai.xqishu.com/txt/我的公主殿下.txt,0,他是风靡世界的SUPERSTAR，却遇到了一个不待见他的奇异女子
我的豪门爱人,小宝,2011/10/24 0:57,https://xiazai.xqishu.com/rar/我的豪门爱人.rar,https://xiazai.xqishu.com/txt/我的豪门爱人.txt,0,而嫁入豪门，却是这般的意外，为了拯救家族企业么？可是为什么这个男人却一副什么都不知道不愿意理睬的模样。
我的_,席绢,2011/10/23 16:57,https://xiazai.xqishu.com/rar/我的_.rar,https://xiazai.xqishu.com/txt/我的_.txt,0,他们同样在哈佛，却不曾碰过面。
我的灵魂在古代2,半个灵魂,2011/10/25 12:45,https://xiazai.xqishu.com/rar/我的灵魂在古代2.rar,https://xiazai.xqishu.com/txt/我的灵魂在古代2.txt,0,现代女子冷落，一场车祸回到了古代，成为婴儿的她，有着成年人的思维。冷落先后遭遇了改变她命运的三个男人：偏执残暴的骆炜森、坚定忘我的骆绝尘、清新自然的灵亦轩。在纷乱的江湖中，他们之间的爱与憎、逃避与彷徨，扑朔迷离。而当冷落终于找到归属时，她又回到了现代，而他们，也义无反顾地追随而来
我的美女老板,提刀狼顾,2011/10/27 1:22,https://xiazai.xqishu.com/rar/我的美女老板.rar,https://xiazai.xqishu.com/txt/我的美女老板.txt,0,jar电子书格式
我的男朋友叫李逍遥,陈金铭,2011/10/21 9:25,https://xiazai.xqishu.com/rar/我的男朋友叫李逍遥.rar,https://xiazai.xqishu.com/txt/我的男朋友叫李逍遥.txt,0,暂无
我的女友会魔法,枫之玄,2011/10/27 1:22,https://xiazai.xqishu.com/rar/我的女友会魔法.rar,https://xiazai.xqishu.com/txt/我的女友会魔法.txt,0,jar格式电子书
我的女友是巫婆,枫之玄,2011/10/26 15:36,https://xiazai.xqishu.com/rar/我的女友是巫婆.rar,https://xiazai.xqishu.com/txt/我的女友是巫婆.txt,0,jar电子书格式
我的女友是小姐,锋寒,2011/10/23 20:30,https://xiazai.xqishu.com/rar/我的女友是小姐.rar,https://xiazai.xqishu.com/txt/我的女友是小姐.txt,0,雨妍：不，我不值得你爱。
我和我的美女秘书,soita7254,2011/10/27 1:22,https://xiazai.xqishu.com/rar/我和我的美女秘书.rar,https://xiazai.xqishu.com/txt/我和我的美女秘书.txt,0,jar电子书格式
我和我上司的未婚妻,沧天笑,2011/10/21 5:04,https://xiazai.xqishu.com/rar/我和我上司的未婚妻.rar,https://xiazai.xqishu.com/txt/我和我上司的未婚妻.txt,0,然而，尽管时代在变化，但是中国婚姻的门当户对观念，始终烙印在中国人的骨子里。或许现实终究是现实，终究是残酷的。
我就是赖你，怎样,席绢,2011/10/23 16:57,https://xiazai.xqishu.com/rar/我就是赖你，怎样.rar,https://xiazai.xqishu.com/txt/我就是赖你，怎样.txt,0,我的志愿
我恋爱，我容易吗？,小北风,2011/10/24 19:42,https://xiazai.xqishu.com/rar/我恋爱，我容易吗？.rar,https://xiazai.xqishu.com/txt/我恋爱，我容易吗？.txt,0,“至于小伙子们还能从中学到其他什么，那就要看个人资质了听说有人利用它泡了一个加强连的mm，善哉，善哉，哥们，你丫已青出于蓝了”
我们是这样结了婚,aibenben,2011/10/24 13:46,https://xiazai.xqishu.com/rar/我们是这样结了婚.rar,https://xiazai.xqishu.com/txt/我们是这样结了婚.txt,0,我们是这样结婚的，在二十一世纪的重要的一年——公元二零零六年的六月十八日，那天我们很幸福，包括我的家人和所有参加我婚礼的人。在婚礼的殿堂上首先奏起了婚礼进行曲，我们俩伴着优美的音乐缓缓走向了主席台，站定后，主持人就开始了他那口若悬河的主持。
我女友来自武侠时代,张至蠢,2011/10/25 12:45,https://xiazai.xqishu.com/rar/我女友来自武侠时代.rar,https://xiazai.xqishu.com/txt/我女友来自武侠时代.txt,0,"这是一部轻松的小说，希望大家能以一种轻松的心态去读它。一个在读的大学生，寻找爱情，玩物丧志，一个偶然的机会，碰到了来自武侠时代的漂亮美丽身怀绝技的小龙女，冲突开始了,爱情也开始了爱与恨,情与仇.当古代侠女和现实的小青年超越时空尴尬相遇后,爱情是否能超脱一切？当真相一步步发现，幕后人物神秘面纱一点掀开，一场在现代社会上演的武林大战势必开场?"
我让校花爱上我,霸者弑刹,2011/10/25 12:45,https://xiazai.xqishu.com/rar/我让校花爱上我.rar,https://xiazai.xqishu.com/txt/我让校花爱上我.txt,0,我躺在床上睡不着觉。满脑子都在想沈华。?
我是丑女,豆花饭,2011/10/25 12:45,https://xiazai.xqishu.com/rar/我是丑女.rar,https://xiazai.xqishu.com/txt/我是丑女.txt,0,却让我有机会穿越时空
我是童养媳,夕叶,2011/10/18 3:31,https://xiazai.xqishu.com/rar/我是童养媳.rar,https://xiazai.xqishu.com/txt/我是童养媳.txt,0,穿越成童养媳的几率很小。
我是一个女鬼,蝴蝶最后离开,2011/10/25 12:45,https://xiazai.xqishu.com/rar/我是一个女鬼.rar,https://xiazai.xqishu.com/txt/我是一个女鬼.txt,0,类型：灵异言情。
我是一片云,琼瑶,2011/10/22 11:57,https://xiazai.xqishu.com/rar/我是一片云.rar,https://xiazai.xqishu.com/txt/我是一片云.txt,0,暂无
我依然恋你如昔,于晴,2011/10/23 16:57,https://xiazai.xqishu.com/rar/我依然恋你如昔.rar,https://xiazai.xqishu.com/txt/我依然恋你如昔.txt,0,暂无内容简介.不管她们三姊妹怎么躲、怎么闪、怎么求、怎么骂，
乌龙金钗,苏浣儿,2011/10/22 1:19,https://xiazai.xqishu.com/rar/乌龙金钗.rar,https://xiazai.xqishu.com/txt/乌龙金钗.txt,0,暂无
乌龙设计师,子澄,2011/10/24 0:57,https://xiazai.xqishu.com/rar/乌龙设计师.rar,https://xiazai.xqishu.com/txt/乌龙设计师.txt,0,也养成了凡事自己来、从不依靠别人的习惯！
巫山云梦,岑凯伦,2011/10/21 9:26,https://xiazai.xqishu.com/rar/巫山云梦.rar,https://xiazai.xqishu.com/txt/巫山云梦.txt,0,暂无
无常,平庸888,2011/10/24 19:42,https://xiazai.xqishu.com/rar/无常.rar,https://xiazai.xqishu.com/txt/无常.txt,0,无法忘怀，所以化为文字。文字使忘怀走的慢些了，文字使得忘怀也不会苍老如时间。
无处可逃,铁扇公子,2013/11/23 5:46,https://xiazai.xqishu.com/rar/无处可逃.rar,https://xiazai.xqishu.com/txt/无处可逃.txt,0,他包小三小四，追影星名模，带着形形色色的女人高调出入。她专注事业，利用他的人脉步步高升。楚苓原本以为，一辈子便是与江渊做一对貌合神离的夫妻。直到她发现自己怀孕
舞红尘,蓝色偏爱,2011/10/25 12:45,https://xiazai.xqishu.com/rar/舞红尘.rar,https://xiazai.xqishu.com/txt/舞红尘.txt,0,她，一个气质多变、冰雪聪明的大家闺秀；他，一个表里不太如一，前后判若两人的高贵世子。这样两个人，会结一段什么样的姻缘？
雾乡,岑凯伦,2011/10/21 5:05,https://xiazai.xqishu.com/rar/雾乡.rar,https://xiazai.xqishu.com/txt/雾乡.txt,0,第1章
西窗烛,茕茕公主,2011/10/23 20:30,https://xiazai.xqishu.com/rar/西窗烛.rar,https://xiazai.xqishu.com/txt/西窗烛.txt,0,这样的一个男子，该是一个怎么的人呢？
西京花月,走路不看景,2011/10/22 19:26,https://xiazai.xqishu.com/rar/西京花月.rar,https://xiazai.xqishu.com/txt/西京花月.txt,0,暂无
吸血鬼恋人出租店,琉璃仙殿,2011/10/24 19:42,https://xiazai.xqishu.com/rar/吸血鬼恋人出租店.rar,https://xiazai.xqishu.com/txt/吸血鬼恋人出租店.txt,0,全真教弟子、精武门后人出身的暴力女生~~~~
吸血鬼之恋：伯爵，别爱我,小小人青,2011/10/18 3:30,https://xiazai.xqishu.com/rar/吸血鬼之恋：伯爵，别爱我.rar,https://xiazai.xqishu.com/txt/吸血鬼之恋：伯爵，别爱我.txt,0,她因为报复他，而选择了结束自己的生命，五百年后，她虽然拥有以前的容貌，却是不同的性格，她有一个爱她疼她的男朋友，可是在某一天，被一个突然闯进她生活的男人给打破，他对她说，他一定会把她给抢过来，因为她是他的。
惜香湖,未红,2012/2/22 12:39,https://xiazai.xqishu.com/rar/惜香湖.rar,https://xiazai.xqishu.com/txt/惜香湖.txt,0,三月春霖滋百草，蝴蝶吻花，飞入花怀抱。
喜欢你,曾炜,2011/10/27 1:22,https://xiazai.xqishu.com/rar/喜欢你.rar,https://xiazai.xqishu.com/txt/喜欢你.txt,0,jar电子书格式
喜言是非,席绢,2011/10/23 16:57,https://xiazai.xqishu.com/rar/喜言是非.rar,https://xiazai.xqishu.com/txt/喜言是非.txt,0,呵！呵呵—─
戏潮女,于晴,2011/10/23 16:57,https://xiazai.xqishu.com/rar/戏潮女.rar,https://xiazai.xqishu.com/txt/戏潮女.txt,0,他教养了她十年，
戏点鸳鸯,席绢,2011/10/23 16:57,https://xiazai.xqishu.com/rar/戏点鸳鸯.rar,https://xiazai.xqishu.com/txt/戏点鸳鸯.txt,0,乔装男身，为父雪冤的梁玉石，即使是封锁了自己的深情，?
戏龙记之非常穿越,喜善大人,2011/10/24 13:46,https://xiazai.xqishu.com/rar/戏龙记之非常穿越.rar,https://xiazai.xqishu.com/txt/戏龙记之非常穿越.txt,0,她不爱他？却容不得他身边的其他女人；她爱他？却又只想保持“地下情人”关系而不与他成婚
戏擒冤家,亦申,2011/10/27 1:22,https://xiazai.xqishu.com/rar/戏擒冤家.rar,https://xiazai.xqishu.com/txt/戏擒冤家.txt,0,jar电子书格式
戏香恶棍,唐席,2011/10/26 15:36,https://xiazai.xqishu.com/rar/戏香恶棍.rar,https://xiazai.xqishu.com/txt/戏香恶棍.txt,0,jar电子书格式
侠盗,魔神文心,2011/10/25 12:45,https://xiazai.xqishu.com/rar/侠盗.rar,https://xiazai.xqishu.com/txt/侠盗.txt,0,《金?琼斯的故事》说起来，有点像中国武侠小说里的“偷富济贫”的故事，稍有点差别就是它不属于武侠小说的范畴，它是完完全全的动漫小说。故事情节主要是讲主人公金在新转的学校被人欺侮，后被过路人救了，这个过路人是个有名的大盗。反过来不久后金也救了这个大盗一命，并且也鬼使神差的跟着这位大盗一起作案。这是故事开头要交待的事情。
侠骨柔情,茱丽·嘉伍德,2011/10/25 12:45,https://xiazai.xqishu.com/rar/侠骨柔情.rar,https://xiazai.xqishu.com/txt/侠骨柔情.txt,0,罗狄恩──一个无恶不作、奸邪狡诈的魔鬼，却有着清新可人的妹妹梅德琳。她释放了她哥哥所逮捕的一个英勇骑士──邓肯，而骑士却将她俘虏了，因为他要以她为钓饵，他要报复
下班抓紧谈恋爱,三十(红颜祸水),2011/10/25 12:45,https://xiazai.xqishu.com/rar/下班抓紧谈恋爱.rar,https://xiazai.xqishu.com/txt/下班抓紧谈恋爱.txt,0,2005年冬天，红颜写下新纯爱经典之作《和空姐同居的日子》，一夜之间掀起“纯爱狂潮”，让无数年轻男女感动得泪雨磅礴；2006年冬天，红颜写下了自己的第二本新纯爱小说《下班抓紧谈恋爱》，希望大家能珍惜眼前的爱人
仙魔曲,小黑仔(赤羊),2011/10/24 0:57,https://xiazai.xqishu.com/rar/仙魔曲.rar,https://xiazai.xqishu.com/txt/仙魔曲.txt,0,因为讨厌魔翼眼中那抹纯真之情，
先生，我不是小猫咪,秋涵,2011/10/25 12:45,https://xiazai.xqishu.com/rar/先生，我不是小猫咪.rar,https://xiazai.xqishu.com/txt/先生，我不是小猫咪.txt,0,被父母当成报恩的“谢礼”送到日本去就算了现在连素昧平生的他都把她当“所有物”想独占她不仅在她逛街时监视她，还要求她当个乖乖女搞什么，他真当她是“配合度高”的“小猫咪”啊！
闲云公子,于晴,2011/10/27 1:22,https://xiazai.xqishu.com/rar/闲云公子.rar,https://xiazai.xqishu.com/txt/闲云公子.txt,0,jar电子书格式
现代女孩的奇缘,柠檬天使,2011/10/24 13:46,https://xiazai.xqishu.com/rar/现代女孩的奇缘.rar,https://xiazai.xqishu.com/txt/现代女孩的奇缘.txt,0,她20岁以是一跨国公司总裁.超人的记忆力.不管多难的东西看一遍都会.因此会琴棋书画功夫......她人却很冷没有几个人见过她的真面目.只有琴使?舞精灵?武使?歌使?棋使?书使等十二使，和弟弟见过她长什么样.一次飞机失势他们来到一个不知名的国家......
现在开始说爱你,WS八零后,2012/2/22 12:39,https://xiazai.xqishu.com/rar/现在开始说爱你.rar,https://xiazai.xqishu.com/txt/现在开始说爱你.txt,0,我，一个成绩平平的大学仔，在一次偶然的情况下遇到了漂亮mm叶晓钰，什么叫爱情，爱情是什么东西？？对我来说就像一个迷一样
相公，爱我吗？,于晴,2011/10/23 16:57,https://xiazai.xqishu.com/rar/相公，爱我吗？.rar,https://xiazai.xqishu.com/txt/相公，爱我吗？.txt,0,想她水宓这可怜的小拖油瓶，
相思不曾闲,席绢,2011/10/23 16:57,https://xiazai.xqishu.com/rar/相思不曾闲.rar,https://xiazai.xqishu.com/txt/相思不曾闲.txt,0,_湛不相信他的眼，?不熟的__人怎_可能_有____的神_？
相思与君绝,席绢,2011/10/23 16:57,https://xiazai.xqishu.com/rar/相思与君绝.rar,https://xiazai.xqishu.com/txt/相思与君绝.txt,0,滑稽？
香倾九宸天,谙谙,2011/10/21 5:04,https://xiazai.xqishu.com/rar/香倾九宸天.rar,https://xiazai.xqishu.com/txt/香倾九宸天.txt,0,随着一个又一个的阴谋，她陷入了一个又一个的死局，当谜底揭晓，真相大白的那一刻，她，又该如何选择？是远离尘嚣，隐居避世，做一个过客么？
享尽宠溺,朵鸢,2011/10/24 13:46,https://xiazai.xqishu.com/rar/享尽宠溺.rar,https://xiazai.xqishu.com/txt/享尽宠溺.txt,0,某某的男人:伸冤?(冷眼横）
想你的时候,宋语桐(宋雨桐),2012/2/22 12:39,https://xiazai.xqishu.com/rar/想你的时候.rar,https://xiazai.xqishu.com/txt/想你的时候.txt,0,这男人莫非真有什么本事？！
逍遥魔女传,_雯,2011/10/22 1:17,https://xiazai.xqishu.com/rar/逍遥魔女传.rar,https://xiazai.xqishu.com/txt/逍遥魔女传.txt,0,暂无
销魂杀手,伊恩·弗莱明,2011/10/22 19:27,https://xiazai.xqishu.com/rar/销魂杀手.rar,https://xiazai.xqishu.com/txt/销魂杀手.txt,0,暂无
潇然梦,小佚,2011/10/24 0:57,https://xiazai.xqishu.com/rar/潇然梦.rar,https://xiazai.xqishu.com/txt/潇然梦.txt,0,那时的他，只是个初入这江湖的懵懂好人。
潇洒出阁,席绢,2011/10/23 16:57,https://xiazai.xqishu.com/rar/潇洒出阁.rar,https://xiazai.xqishu.com/txt/潇洒出阁.txt,0,她_是_生姐妹花，
小恶魔的人间实习,席绢,2011/10/23 16:57,https://xiazai.xqishu.com/rar/小恶魔的人间实习.rar,https://xiazai.xqishu.com/txt/小恶魔的人间实习.txt,0,田想他一介小魔，_地位_地位，_身分_身分；除了管管地_的花_，居然_人___卒的法力也_，唉！好像......是有那_一__可_！
小鬼亮晶晶,席绢,2011/10/23 16:57,https://xiazai.xqishu.com/rar/小鬼亮晶晶.rar,https://xiazai.xqishu.com/txt/小鬼亮晶晶.txt,0,“妈咪”楚楚可怜的哀怨小女童声，似个小迷糊。
小蛮女钓美男,水瓶宝宝,2011/10/26 15:36,https://xiazai.xqishu.com/rar/小蛮女钓美男.rar,https://xiazai.xqishu.com/txt/小蛮女钓美男.txt,0,jar电子书格式
小女人的春梦,紫芊珞,2011/10/25 12:45,https://xiazai.xqishu.com/rar/小女人的春梦.rar,https://xiazai.xqishu.com/txt/小女人的春梦.txt,0,芊珞一时冲动准备与从未见过面的男网友私奔，
小女子在三国,避世的麒麟,2011/10/23 16:57,https://xiazai.xqishu.com/rar/小女子在三国.rar,https://xiazai.xqishu.com/txt/小女子在三国.txt,0,我站在回家的火车上，明天是国庆，所以今天回家旅游的人很多，我这次回家完全是个人心血来潮，所以只好站着回家了。好在我在读的学校离我家不过5个小时的车程。
小胖的异想天开,于晴,2011/10/23 16:57,https://xiazai.xqishu.com/rar/小胖的异想天开.rar,https://xiazai.xqishu.com/txt/小胖的异想天开.txt,0,自古男生女相不少，但要美丽得像花朵，则是万中选一：而很幸运的，一万人里的唯一，来到了这全是男人的军营里。结果可想而知，数百年来难解的谜也由此而解，原来，安能辨我是雌雄有花木兰，不是因为因为她隐藏得宜，聪明机智足以化解众人的怀疑，而是，从头到尾根本没有人会质疑她是女人，因为军营里有一个比她更像女人的男人存在！对不起，我奔夺走了你的光彩，花木兰！
小气财神,矢名,2011/10/24 19:42,https://xiazai.xqishu.com/rar/小气财神.rar,https://xiazai.xqishu.com/txt/小气财神.txt,0,喝，好个耸动的字眼，扬州竟出了三位不输男子的女英豪、奇女子，实在是地方上百姓的福气。
小人路过,饭桶竟然,2015/3/14 23:40,https://xiazai.xqishu.com/rar/小人路过.rar,https://xiazai.xqishu.com/txt/小人路过.txt,0,精装女流氓传奇。此人初看绝对金玉其外，再看也绝对败絮其中。你看她袅袅婷婷站着确实秀外，商海里呼风唤雨也着实慧中，不过主配角都惋惜她的好皮相好脑瓜，怎么能生在这样混账泼皮厚颜无德之人身上开了多年玩笑，不累么，他说。柴洛槿看着天空流云道，其实我一直很认真。
小人物的大江湖,爱泡咖啡的鱼,2011/10/25 12:45,https://xiazai.xqishu.com/rar/小人物的大江湖.rar,https://xiazai.xqishu.com/txt/小人物的大江湖.txt,0,什么！
小人物的江湖（反武侠）,听花立雪,2011/10/24 6:15,https://xiazai.xqishu.com/rar/小人物的江湖（反武侠）.rar,https://xiazai.xqishu.com/txt/小人物的江湖（反武侠）.txt,0,没有美貌，没有家世，没有聪明的脑袋。
小星星,岑凯伦,2011/10/21 5:05,https://xiazai.xqishu.com/rar/小星星.rar,https://xiazai.xqishu.com/txt/小星星.txt,0,孔星星长得美貌动人，表哥金源利用她的色相做生意赚钱，令不少好色的商人上当。
小野猫擒郎记,鑫光拂晓,2011/10/18 3:31,https://xiazai.xqishu.com/rar/小野猫擒郎记.rar,https://xiazai.xqishu.com/txt/小野猫擒郎记.txt,0,女主徐晓慧（灰灰）在偶然的事件中巧遇男主凌子墨，从契约到相爱，从因猜忌而分离，再到相濡以沫，两人终于领悟了------
小贼多情,罗汉猪,2011/10/27 1:22,https://xiazai.xqishu.com/rar/小贼多情.rar,https://xiazai.xqishu.com/txt/小贼多情.txt,0,作者：罗汉猪
"小子,我看上你了",易拉罐,2011/10/27 1:22,"https://xiazai.xqishu.com/rar/小子,我看上你了.rar","https://xiazai.xqishu.com/txt/小子,我看上你了.txt",0,jar电子书格式
校草的合租恋人,扬扬,2011/10/18 3:30,https://xiazai.xqishu.com/rar/校草的合租恋人.rar,https://xiazai.xqishu.com/txt/校草的合租恋人.txt,0,洛宇与小晴本来就是一对冤家，但是他们却是青梅竹马！?
校界炫酷一族,晓诗伊人,2012/2/22 23:03,https://xiazai.xqishu.com/rar/校界炫酷一族.rar,https://xiazai.xqishu.com/txt/校界炫酷一族.txt,0,“大哥！你认错人了。”我可怜兮兮的望他，真衰！早知道昨天晚上遇到的那个“吸血鬼”就是校界赫赫有名的“校极王子”我打死也不敢那么妄为。
校园来电,彭柳蓉,2011/10/23 16:57,https://xiazai.xqishu.com/rar/校园来电.rar,https://xiazai.xqishu.com/txt/校园来电.txt,0,这是一个暴笑与紧张兼具的校园历险故事。永远快乐的校园发生了一系列的诡异事件。个性别扭的帅哥、短发的中性美女连连登场。每一个不可思议的事件背后都隐藏着真相。死而复生的少年王道明变身侦探追踪幕后的黑手。于是，校园里有了在夜晚变身为豹的人、校园里有奇怪的诅咒传说、校园里有让人做幻梦的蝴蝶热血少年们就在这校园传说里上演一出出精彩的单元剧。我呢，也曾经梦想生活在这样一所好玩的学校里。你是不是也是这样的呢？
校园完全无用手册,异咯嗪,2011/10/24 19:42,https://xiazai.xqishu.com/rar/校园完全无用手册.rar,https://xiazai.xqishu.com/txt/校园完全无用手册.txt,0,这本书是一个关于重点大学、社团、王子帅哥、野蛮女友、浪漫爱情的青春故事。大学爱情很美丽，但更多是无奈现实：学校改制、社团竞争，四大学生组织“一统天下”，看似四平八稳，实则暗潮汹涌。一个是蛮不讲理古灵精怪的美少女，两个英俊潇洒文儒优雅的王子帅哥，三个人会演绎出怎样的浪漫故事？本书完全颠覆传统青春小说架构，更多关注真实大学生活，爆笑中留有一丝唯美，浪漫中更多几许温馨。
笑看世间几多愁,苑筱,2011/10/24 0:57,https://xiazai.xqishu.com/rar/笑看世间几多愁.rar,https://xiazai.xqishu.com/txt/笑看世间几多愁.txt,0,本文汇聚全天下之俗人俗事，力求没有最俗，只有更俗！愿者上钩，决不强求。
笑闹风云,于晴,2011/10/23 16:57,https://xiazai.xqishu.com/rar/笑闹风云.rar,https://xiazai.xqishu.com/txt/笑闹风云.txt,0,她是吃定他了，
谢谢你的爱，哥哥,苔丝公主,2011/10/23 20:30,https://xiazai.xqishu.com/rar/谢谢你的爱，哥哥.rar,https://xiazai.xqishu.com/txt/谢谢你的爱，哥哥.txt,0,绝处逢生，朴贞恩成为韩国超级巨星，却被人爆出陈年丑闻，事业濒临崩溃，谁是真正的幕后推手？
榭寄生,蔡智恒(痞子蔡),2011/10/26 15:36,https://xiazai.xqishu.com/rar/榭寄生.rar,https://xiazai.xqishu.com/txt/榭寄生.txt,0,jar电子书格式
邂逅永恒,灵静,2011/10/26 15:36,https://xiazai.xqishu.com/rar/邂逅永恒.rar,https://xiazai.xqishu.com/txt/邂逅永恒.txt,0,jar电子书格式
心蛊情觞,椎琴煮鹤,2011/10/26 15:36,https://xiazai.xqishu.com/rar/心蛊情觞.rar,https://xiazai.xqishu.com/txt/心蛊情觞.txt,0,jar电子书格式
心萦何处,秘儿,2012/2/22 23:03,https://xiazai.xqishu.com/rar/心萦何处.rar,https://xiazai.xqishu.com/txt/心萦何处.txt,0,身边自小就疼惜自己的荣亲王逸浓哥哥，对自己难道不是妹妹的感情吗？为什么看向洛宁的眼神总带着伤痛呢？那个放荡不羁的逍遥宫宫主，虽然行为不羁，却总能让人暂时的放松。自己走的每一步都是疼痛，面前的岔口，命运的轮盘将如何转动呢？
心有千千结,琼瑶,2011/10/22 11:57,https://xiazai.xqishu.com/rar/心有千千结.rar,https://xiazai.xqishu.com/txt/心有千千结.txt,0,暂无
心有所属,席绢,2011/10/23 16:57,https://xiazai.xqishu.com/rar/心有所属.rar,https://xiazai.xqishu.com/txt/心有所属.txt,0,代理总裁？
新潮格格,o幻然o,2011/10/16 8:06,https://xiazai.xqishu.com/rar/新潮格格.rar,https://xiazai.xqishu.com/txt/新潮格格.txt,0,女白领被一只神奇手镯带到了乾隆朝，变成了王府的格格。在这里她经营水吧，办游乐场，打架整蛊。没事时和王爷、皇子、贝勒爷开开玩笑，无聊时去反清组织红花会串串门子，而当朝皇帝也想把她留在身边。就在她适应了大清的一切后，神奇手镯出现了，她要何去何从呢
新黑公子传奇(黑蛇传),凤一兮,2015/4/17 6:46,https://xiazai.xqishu.com/rar/新黑公子传奇(黑蛇传).rar,https://xiazai.xqishu.com/txt/新黑公子传奇(黑蛇传).txt,0,暂无
新欢,小喊,2011/10/24 13:46,https://xiazai.xqishu.com/rar/新欢.rar,https://xiazai.xqishu.com/txt/新欢.txt,0,感受娱乐场所的悲欢离合，享受娱乐界的众生百态，请看小喊的作品——新欢
新罗静雅,番茄炒蛋ing,2011/10/24 19:42,https://xiazai.xqishu.com/rar/新罗静雅.rar,https://xiazai.xqishu.com/txt/新罗静雅.txt,0,人往往随着环境而改变，没有完美的幸福。
新月格格,琼瑶,2011/10/22 11:57,https://xiazai.xqishu.com/rar/新月格格.rar,https://xiazai.xqishu.com/txt/新月格格.txt,0,暂无
星河,琼瑶,2011/10/22 11:57,https://xiazai.xqishu.com/rar/星河.rar,https://xiazai.xqishu.com/txt/星河.txt,0,暂无
星恋,靡宝,2011/10/22 11:55,https://xiazai.xqishu.com/rar/星恋.rar,https://xiazai.xqishu.com/txt/星恋.txt,0,暂无
杏花春雨,桩桩,2011/10/22 11:55,https://xiazai.xqishu.com/rar/杏花春雨.rar,https://xiazai.xqishu.com/txt/杏花春雨.txt,0,暂无
幸福花,岑凯伦,2011/10/21 5:05,https://xiazai.xqishu.com/rar/幸福花.rar,https://xiazai.xqishu.com/txt/幸福花.txt,0,丁翠湖是一个柔情万千的女孩，她对留英回港的赵天龙一见钟情后，几乎为爱情付出了自己的一切，无私纯洁的爱终于为翠湖带来了终生的幸福。
